,time,acc_trade_volume,trade_price,dev,high,ask_bid
0,1712365207.1580174,1057234.2821223,1365.0,0.0,1391.0,BID
1,1712365230.1854124,1057234.2821223,1365.0,0.0,1391.0,BID
2,1712365245.9754016,1057237.9351537,1368.0,6.7848434293539e-10,1391.0,BID
3,1712365260.155757,1057237.9351537,1368.0,0.0,1391.0,BID
4,1712365290.1086645,1057237.9351537,1368.0,0.0,1391.0,BID
5,1712365320.1855068,1057237.9351537,1368.0,0.0,1391.0,BID
6,1712365345.0455668,1057374.56376834,1368.0,2.537626415981257e-08,1391.0,BID
7,1712365345.0559187,1057454.19200539,1368.0,1.4789487423878546e-08,1391.0,BID
8,1712365345.0573912,1058049.45902716,1368.0,1.1055995283161285e-07,1391.0,BID
9,1712365345.058873,1058784.38690808,1368.0,1.364994009034195e-07,1391.0,BID
10,1712365345.1456304,1058982.53102716,1368.0,3.68016430579388e-08,1391.0,BID
11,1712365345.1555765,1059490.35982716,1368.0,9.43199037090961e-08,1391.0,BID
12,1712365345.27548,1059712.74948112,1368.0,-4.1304807343353963e-08,1391.0,ASK
13,1712365350.1758287,1059712.74948112,1368.0,-0.0,1391.0,ASK
14,1712365380.1255355,1059712.74948112,1368.0,-0.0,1391.0,ASK
15,1712365410.1256115,1059712.74948112,1368.0,-0.0,1391.0,ASK
16,1712365440.188562,1059712.74948112,1368.0,-0.0,1391.0,ASK
17,1712365470.1714995,1059712.74948112,1368.0,-0.0,1391.0,ASK
18,1712365500.121917,1059712.74948112,1368.0,-0.0,1391.0,ASK
19,1712365530.18163,1059712.74948112,1368.0,-0.0,1391.0,ASK
20,1712365536.8558652,1060448.6049716,1366.0,-1.366797571660053e-07,1391.0,ASK
21,1712365537.1157105,1061566.19363816,1366.0,2.075838932141805e-07,1391.0,BID
22,1712365560.167399,1061566.19363816,1366.0,0.0,1391.0,BID
23,1712365585.5359344,1062126.3582445,1365.0,-1.0399755844897737e-07,1391.0,ASK
24,1712365585.5372698,1065793.84904121,1365.0,-6.808893032067942e-07,1391.0,ASK
25,1712365585.5386062,1067433.48946618,1365.0,-3.044080240007763e-07,1391.0,ASK
26,1712365590.1196983,1067433.48946618,1365.0,-0.0,1391.0,ASK
27,1712365591.6356275,1068422.68028741,1365.0,-1.8337591301636048e-07,1391.0,ASK
28,1712365591.815594,1068639.68028741,1365.0,4.022739826383821e-08,1391.0,BID
29,1712365591.8762815,1070105.95594723,1365.0,2.718177646643037e-07,1391.0,BID
30,1712365591.9005778,1071572.23160705,1365.0,2.7181776466426055e-07,1391.0,BID
31,1712365591.9413917,1073038.50726687,1365.0,2.718177646643037e-07,1391.0,BID
32,1712365591.94291,1073300.7852942,1365.0,4.8621026088756464e-08,1391.0,BID
33,1712365619.9558246,1074350.36211976,1365.0,-1.945702533193117e-07,1391.0,ASK
34,1712365619.956926,1086339.22046756,1364.0,-2.222491149703667e-06,1391.0,ASK
35,1712365620.1799242,1086339.22046756,1364.0,-0.0,1391.0,ASK
36,1712365624.4157832,1094325.90540588,1364.0,-1.4735233667728843e-06,1391.0,ASK
37,1712365625.2957592,1094399.16547914,1365.0,-1.3516300021059887e-08,1391.0,ASK
38,1712365627.775768,1095703.00899647,1364.0,-2.405558631946309e-07,1391.0,ASK
39,1712365634.375749,1116324.85309625,1364.0,-3.804678584625063e-06,1391.0,ASK
40,1712365634.5759287,1118670.26528544,1364.0,-4.327226743230549e-07,1391.0,ASK
41,1712365634.5776174,1120992.42389225,1364.0,-4.284324466174736e-07,1391.0,ASK
42,1712365634.6357467,1124106.47460013,1364.0,-5.745345558030711e-07,1391.0,ASK
43,1712365634.6370893,1124179.78838312,1364.0,-1.3526209331724906e-08,1391.0,ASK
44,1712365636.471864,1124183.49282756,1363.0,-6.83460720627918e-10,1391.0,ASK
45,1712365636.4734025,1124583.49282756,1363.0,-7.379899811512274e-08,1391.0,ASK
