,high,low,vwap,open,close,previousClose,change,percentage,average,baseVolume,quoteVolume
94,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183292.953,5382105949.76
95,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183292.953,5382105949.76
96,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183292.953,5382105949.76
97,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183292.953,5382105949.76
98,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183292.953,5382105949.76
99,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.115,5382110699.28
100,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.115,5382110699.28
101,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.115,5382110699.28
102,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.115,5382110699.28
103,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183292.953,5382105949.76
104,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.115,5382110699.28
105,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.115,5382110699.28
106,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.115,5382110699.28
107,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.115,5382110699.28
108,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.115,5382110699.28
109,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.115,5382110699.28
110,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.115,5382110699.28
111,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.115,5382110699.28
112,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.115,5382110699.28
113,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.115,5382110699.28
114,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.115,5382110699.28
115,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.115,5382110699.28
116,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.115,5382110699.28
117,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.173,5382112399.72
118,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.173,5382112399.72
119,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.173,5382112399.72
120,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.173,5382112399.72
121,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.173,5382112399.72
122,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.173,5382112399.72
123,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.173,5382112399.72
124,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.173,5382112399.72
125,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.173,5382112399.72
126,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.173,5382112399.72
127,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.173,5382112399.72
128,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.934,5382134710.64
129,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.934,5382134710.64
130,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.934,5382134710.64
131,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.934,5382134710.64
132,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.934,5382134710.64
133,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.934,5382134710.64
134,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.934,5382134710.64
135,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.934,5382134710.64
136,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.934,5382134710.64
137,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.934,5382134710.64
138,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.934,5382134710.64
139,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.934,5382134710.64
140,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.934,5382134710.64
141,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.934,5382134710.64
142,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.934,5382134710.64
143,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.934,5382134710.64
144,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.934,5382134710.64
145,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.94,5382134886.55
146,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.934,5382134710.64
147,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.94,5382134886.55
148,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.934,5382134710.64
149,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.94,5382134886.55
150,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.94,5382134886.55
151,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.94,5382134886.55
152,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.94,5382134886.55
153,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.94,5382134886.55
154,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.94,5382134886.55
155,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.94,5382134886.55
156,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.94,5382134886.55
157,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.94,5382134886.55
158,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.3,5382145440.99
159,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.94,5382134886.55
160,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.3,5382145440.99
161,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.3,5382145440.99
162,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.94,5382134886.55
163,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.94,5382134886.55
164,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.3,5382145440.99
165,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183293.94,5382134886.55
166,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.3,5382145440.99
167,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.3,5382145440.99
168,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.3,5382145440.99
169,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.3,5382145440.99
170,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.3,5382145440.99
171,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.31,5382145734.17
172,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.31,5382145734.17
173,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.3,5382145440.99
174,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.3,5382145440.99
175,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.31,5382145734.17
176,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.31,5382145734.17
177,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.31,5382145734.17
178,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.31,5382145734.17
179,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.31,5382145734.17
180,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.31,5382145734.17
181,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.31,5382145734.17
182,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.31,5382145734.17
183,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.31,5382145734.17
184,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.31,5382145734.17
185,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.31,5382145734.17
186,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.31,5382145734.17
187,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183294.859,5382161829.7
188,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.31,5382145734.17
189,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183294.859,5382161829.7
190,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183294.859,5382161829.7
191,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183294.859,5382161829.7
192,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.31,5382145734.17
193,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183294.859,5382161829.7
194,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183294.859,5382161829.7
195,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183294.859,5382161829.7
196,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183294.859,5382161829.7
197,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183294.859,5382161829.7
198,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183294.859,5382161829.7
199,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183294.859,5382161829.7
200,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183294.859,5382161829.7
201,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183294.859,5382161829.7
202,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183294.859,5382161829.7
203,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183294.859,5382161829.7
204,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.87,5382162152.2
205,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.87,5382162152.2
206,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.87,5382162152.2
207,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.87,5382162152.2
208,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.87,5382162152.2
209,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183294.859,5382161829.7
210,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.87,5382162152.2
211,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.87,5382162152.2
212,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.87,5382162152.2
213,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.87,5382162152.2
214,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.87,5382162152.2
215,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.87,5382162152.2
216,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.87,5382162152.2
217,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.87,5382162152.2
218,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.87,5382162152.2
219,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183295.68,5382185899.72
220,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183295.68,5382185899.72
221,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183295.68,5382185899.72
222,29492.1,29233.0,29363.41,29420.3,29318.0,,-102.3,-0.348,29369.15,183294.87,5382162152.2
223,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183295.68,5382185899.72
224,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183295.68,5382185899.72
225,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183295.68,5382185899.72
226,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183295.68,5382185899.72
227,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183295.68,5382185899.72
228,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183295.68,5382185899.72
229,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183295.68,5382185899.72
230,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183295.68,5382185899.72
231,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183295.68,5382185899.72
232,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183295.716,5382186955.16
233,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183295.716,5382186955.16
234,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183295.716,5382186955.16
235,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183295.68,5382185899.72
236,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183295.716,5382186955.16
237,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183295.716,5382186955.16
238,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183295.716,5382186955.16
239,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183295.716,5382186955.16
240,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183295.716,5382186955.16
241,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183295.716,5382186955.16
242,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183295.716,5382186955.16
243,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183295.716,5382186955.16
244,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183295.716,5382186955.16
245,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183295.716,5382186955.16
246,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183295.716,5382186955.16
247,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183295.716,5382186955.16
248,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183295.944,5382193639.66
249,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183295.944,5382193639.66
250,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183295.944,5382193639.66
251,29492.1,29233.0,29363.41,29420.3,29317.9,,-102.4,-0.348,29369.1,183295.944,5382193639.66
