,symbol,timestamp,datetime,high,low,bid,bidVolume,ask,askVolume,vwap,open,close,last,previousClose,change,percentage,average,baseVolume,quoteVolume,info
0,BTC/USDT:USDT,1694368539281,2023-09-10T17:55:39.281Z,25908.5,25629.7,,,,,25792.76,25864.8,25669.8,25669.8,,-195.0,-0.754,25767.3,98092.816,2530084206.66,"{'symbol': 'BTCUSDT', 'priceChange': '-195.00', 'priceChangePercent': '-0.754', 'weightedAvgPrice': '25792.76', 'lastPrice': '25669.80', 'lastQty': '0.001', 'openPrice': '25864.80', 'highPrice': '25908.50', 'lowPrice': '25629.70', 'volume': '98092.816', 'quoteVolume': '2530084206.66', 'openTime': '1694282100000', 'closeTime': '1694368539281', 'firstId': '4072732569', 'lastId': '4073881980', 'count': '1149312'}"
1,BTC/USDT:USDT,1694368539281,2023-09-10T17:55:39.281Z,25908.5,25629.7,,,,,25792.76,25864.8,25669.8,25669.8,,-195.0,-0.754,25767.3,98092.816,2530084206.66,"{'symbol': 'BTCUSDT', 'priceChange': '-195.00', 'priceChangePercent': '-0.754', 'weightedAvgPrice': '25792.76', 'lastPrice': '25669.80', 'lastQty': '0.001', 'openPrice': '25864.80', 'highPrice': '25908.50', 'lowPrice': '25629.70', 'volume': '98092.816', 'quoteVolume': '2530084206.66', 'openTime': '1694282100000', 'closeTime': '1694368539281', 'firstId': '4072732569', 'lastId': '4073881980', 'count': '1149312'}"
2,BTC/USDT:USDT,1694368541350,2023-09-10T17:55:41.350Z,25908.5,25629.7,,,,,25792.76,25864.8,25669.8,25669.8,,-195.0,-0.754,25767.3,98094.25,2530121017.17,"{'symbol': 'BTCUSDT', 'priceChange': '-195.00', 'priceChangePercent': '-0.754', 'weightedAvgPrice': '25792.76', 'lastPrice': '25669.80', 'lastQty': '0.217', 'openPrice': '25864.80', 'highPrice': '25908.50', 'lowPrice': '25629.70', 'volume': '98094.250', 'quoteVolume': '2530121017.17', 'openTime': '1694282100000', 'closeTime': '1694368541350', 'firstId': '4072732569', 'lastId': '4073882035', 'count': '1149367'}"
3,BTC/USDT:USDT,1694368541350,2023-09-10T17:55:41.350Z,25908.5,25629.7,,,,,25792.76,25864.8,25669.8,25669.8,,-195.0,-0.754,25767.3,98094.25,2530121017.17,"{'symbol': 'BTCUSDT', 'priceChange': '-195.00', 'priceChangePercent': '-0.754', 'weightedAvgPrice': '25792.76', 'lastPrice': '25669.80', 'lastQty': '0.217', 'openPrice': '25864.80', 'highPrice': '25908.50', 'lowPrice': '25629.70', 'volume': '98094.250', 'quoteVolume': '2530121017.17', 'openTime': '1694282100000', 'closeTime': '1694368541350', 'firstId': '4072732569', 'lastId': '4073882035', 'count': '1149367'}"
4,BTC/USDT:USDT,1694368543363,2023-09-10T17:55:43.363Z,25908.5,25629.7,,,,,25792.74,25864.8,25669.3,25669.3,,-195.5,-0.756,25767.05,98105.129,2530400278.73,"{'symbol': 'BTCUSDT', 'priceChange': '-195.50', 'priceChangePercent': '-0.756', 'weightedAvgPrice': '25792.74', 'lastPrice': '25669.30', 'lastQty': '0.041', 'openPrice': '25864.80', 'highPrice': '25908.50', 'lowPrice': '25629.70', 'volume': '98105.129', 'quoteVolume': '2530400278.73', 'openTime': '1694282100000', 'closeTime': '1694368543363', 'firstId': '4072732569', 'lastId': '4073882099', 'count': '1149431'}"
5,BTC/USDT:USDT,1694368543363,2023-09-10T17:55:43.363Z,25908.5,25629.7,,,,,25792.74,25864.8,25669.3,25669.3,,-195.5,-0.756,25767.05,98105.129,2530400278.73,"{'symbol': 'BTCUSDT', 'priceChange': '-195.50', 'priceChangePercent': '-0.756', 'weightedAvgPrice': '25792.74', 'lastPrice': '25669.30', 'lastQty': '0.041', 'openPrice': '25864.80', 'highPrice': '25908.50', 'lowPrice': '25629.70', 'volume': '98105.129', 'quoteVolume': '2530400278.73', 'openTime': '1694282100000', 'closeTime': '1694368543363', 'firstId': '4072732569', 'lastId': '4073882099', 'count': '1149431'}"
6,BTC/USDT:USDT,1694368545673,2023-09-10T17:55:45.673Z,25908.5,25629.7,,,,,25792.74,25864.8,25668.4,25668.4,,-196.4,-0.759,25766.6,98105.503,2530409878.91,"{'symbol': 'BTCUSDT', 'priceChange': '-196.40', 'priceChangePercent': '-0.759', 'weightedAvgPrice': '25792.74', 'lastPrice': '25668.40', 'lastQty': '0.021', 'openPrice': '25864.80', 'highPrice': '25908.50', 'lowPrice': '25629.70', 'volume': '98105.503', 'quoteVolume': '2530409878.91', 'openTime': '1694282100000', 'closeTime': '1694368545673', 'firstId': '4072732569', 'lastId': '4073882152', 'count': '1149484'}"
7,BTC/USDT:USDT,1694368545673,2023-09-10T17:55:45.673Z,25908.5,25629.7,,,,,25792.74,25864.8,25668.4,25668.4,,-196.4,-0.759,25766.6,98105.503,2530409878.91,"{'symbol': 'BTCUSDT', 'priceChange': '-196.40', 'priceChangePercent': '-0.759', 'weightedAvgPrice': '25792.74', 'lastPrice': '25668.40', 'lastQty': '0.021', 'openPrice': '25864.80', 'highPrice': '25908.50', 'lowPrice': '25629.70', 'volume': '98105.503', 'quoteVolume': '2530409878.91', 'openTime': '1694282100000', 'closeTime': '1694368545673', 'firstId': '4072732569', 'lastId': '4073882152', 'count': '1149484'}"
8,BTC/USDT:USDT,1694368546754,2023-09-10T17:55:46.754Z,25908.5,25629.7,,,,,25792.74,25864.8,25668.4,25668.4,,-196.4,-0.759,25766.6,98105.783,2530417066.06,"{'symbol': 'BTCUSDT', 'priceChange': '-196.40', 'priceChangePercent': '-0.759', 'weightedAvgPrice': '25792.74', 'lastPrice': '25668.40', 'lastQty': '0.024', 'openPrice': '25864.80', 'highPrice': '25908.50', 'lowPrice': '25629.70', 'volume': '98105.783', 'quoteVolume': '2530417066.06', 'openTime': '1694282100000', 'closeTime': '1694368546754', 'firstId': '4072732569', 'lastId': '4073882159', 'count': '1149491'}"
9,BTC/USDT:USDT,1694368546754,2023-09-10T17:55:46.754Z,25908.5,25629.7,,,,,25792.74,25864.8,25668.4,25668.4,,-196.4,-0.759,25766.6,98105.783,2530417066.06,"{'symbol': 'BTCUSDT', 'priceChange': '-196.40', 'priceChangePercent': '-0.759', 'weightedAvgPrice': '25792.74', 'lastPrice': '25668.40', 'lastQty': '0.024', 'openPrice': '25864.80', 'highPrice': '25908.50', 'lowPrice': '25629.70', 'volume': '98105.783', 'quoteVolume': '2530417066.06', 'openTime': '1694282100000', 'closeTime': '1694368546754', 'firstId': '4072732569', 'lastId': '4073882159', 'count': '1149491'}"
10,BTC/USDT:USDT,1694368548851,2023-09-10T17:55:48.851Z,25908.5,25629.7,,,,,25792.74,25864.8,25667.6,25667.6,,-197.2,-0.762,25766.2,98108.158,2530478027.64,"{'symbol': 'BTCUSDT', 'priceChange': '-197.20', 'priceChangePercent': '-0.762', 'weightedAvgPrice': '25792.74', 'lastPrice': '25667.60', 'lastQty': '0.029', 'openPrice': '25864.80', 'highPrice': '25908.50', 'lowPrice': '25629.70', 'volume': '98108.158', 'quoteVolume': '2530478027.64', 'openTime': '1694282100000', 'closeTime': '1694368548851', 'firstId': '4072732569', 'lastId': '4073882234', 'count': '1149566'}"
11,BTC/USDT:USDT,1694368549882,2023-09-10T17:55:49.882Z,25908.5,25629.7,,,,,25792.73,25864.8,25664.5,25664.5,,-200.3,-0.774,25764.65,98113.308,2530610210.53,"{'symbol': 'BTCUSDT', 'priceChange': '-200.30', 'priceChangePercent': '-0.774', 'weightedAvgPrice': '25792.73', 'lastPrice': '25664.50', 'lastQty': '0.077', 'openPrice': '25864.80', 'highPrice': '25908.50', 'lowPrice': '25629.70', 'volume': '98113.308', 'quoteVolume': '2530610210.53', 'openTime': '1694282100000', 'closeTime': '1694368549882', 'firstId': '4072732569', 'lastId': '4073882392', 'count': '1149724'}"
