,time,acc_trade_volume,trade_price,dev,high,ask_bid
0,1712689619.0925066,10641676.47563623,1299.0,0.0,1355.0,ASK
1,1712689620.5221336,10641676.47563623,1299.0,-0.0,1355.0,ASK
2,1712689650.532011,10641676.47563623,1299.0,-0.0,1355.0,ASK
3,1712689652.0826952,10641683.02012892,1298.0,-4.1749118820274224e-10,1355.0,ASK
4,1712689652.084755,10641688.41304109,1298.0,-3.4402869960715016e-10,1355.0,ASK
5,1712689652.091913,10641713.03553723,1298.0,-1.570736748712746e-09,1355.0,ASK
6,1712689660.5626104,10642713.03553638,1298.0,-6.37927502758029e-08,1355.0,ASK
7,1712689660.564675,10642713.03553723,1298.0,-5.4183405172962243e-17,1355.0,ASK
8,1712689680.5421352,10642713.03553723,1298.0,-0.0,1355.0,ASK
9,1712689710.5219646,10642713.03553723,1298.0,-0.0,1355.0,ASK
10,1712689740.8221452,10642713.03553723,1298.0,-0.0,1355.0,ASK
11,1712689770.8021634,10642713.03553723,1298.0,-0.0,1355.0,ASK
12,1712689800.5321853,10642713.03553723,1298.0,-0.0,1355.0,ASK
13,1712689804.2646823,10642718.18790899,1298.0,-3.2895748830579256e-10,1355.0,ASK
14,1712689804.2659955,10642718.18790984,1298.0,-5.4228495314892666e-17,1355.0,ASK
15,1712689804.342006,10642722.43917624,1298.0,-2.7142566217711685e-10,1355.0,ASK
16,1712689808.4826343,10642726.28906076,1299.0,2.457991001515192e-10,1355.0,BID
17,1712689827.0424142,10642730.13894528,1299.0,2.45799100032597e-10,1355.0,BID
18,1712689830.532158,10642730.13894528,1299.0,0.0,1355.0,BID
19,1712689830.7319667,10642733.9888298,1299.0,2.4579875163753434e-10,1355.0,BID
20,1712689834.2321308,10642737.83871432,1299.0,2.4579875151861234e-10,1355.0,BID
21,1712689838.0621746,10642741.68859884,1299.0,2.4579875151861234e-10,1355.0,BID
22,1712689851.602466,10642742.28496068,1298.0,-3.807516693651464e-11,1355.0,ASK
23,1712689851.603886,10642746.13781121,1298.0,-2.4598811870173915e-10,1355.0,ASK
24,1712689860.792147,10642746.13781121,1298.0,-0.0,1355.0,ASK
25,1712689866.755314,10642823.29830503,1296.0,-4.9263628018840275e-09,1355.0,ASK
26,1712689866.757111,10642829.85189022,1297.0,-4.1841798429077127e-10,1355.0,ASK
27,1712689866.758722,10642849.85189022,1297.0,-1.2769132383518495e-09,1355.0,ASK
28,1712689866.7602465,10645065.33736238,1296.0,-1.4144913643894957e-07,1355.0,ASK
